luminance_flash,spatioluminance_noise,gratings,scenes,luminance_flash_opto,spatioluminance_noise_opto,gratings_opto,scenes_opto
1.3180629756518432,1.655610131345102,0.9801910848964112,0.6687114830526018,0.9267990783913963,0.9736741823676669,1.1840797828819853,1.3023090572176308
0.01823899858195769,0.07040659197597839,0.09126079690175595,0.24824728045890346,1.1572693078520213,1.0953692821881504,1.4041529914413868,5.366620055838604
0.46002867914273493,0.21725743673240097,0.7822020705489526,2.3500656598914222,2.321149296694098,1.66048997737595,2.8757280505854297,3.1905633971982668
1.5747897131083766,4.403269590120823,4.548216961627734,4.3542644834032105,6.956650810420328,9.503467491428811,13.423657719612955,13.258490190876838
2.3270067466094098,2.1766743495015057,1.0144049499731729,0.10945276728011422,0.0530117627896657,0.11432114266734643,0.2698329577583416,0.21339298586009414
3.164399491294423,4.24181774711887,1.400676284262611,0.4263899037959308,0.46822684652043317,0.2878325767579445,0.494766384141479,0.49264944672869193
29.070120265282096,37.67098337860983,26.095890198624296,8.543945188819245,16.133490647390417,21.906859304161273,33.023612463753295,40.545946475240704
1.305417208304846,3.88664182372821,5.216941274071133,0.8375494949264816,1.0172252463985874,1.7873609072224002,5.31013326419166,1.6335427619367293
13.073603416944056,12.821800872281004,7.333113498581297,5.369541829718834,6.99583523590572,5.73978088567654,6.5004509456742365,6.185413560618903
15.278092027574235,17.783255643692158,9.778518759923422,9.455123266923499,19.0926896968912,13.961179317286362,20.905194971620663,18.87580074833867
1.3059640201175324,3.5452717224724286,5.743902490705818,2.5156277943359426,2.693323483198543,4.56079571992902,9.848664415995199,3.303050990704101
40.25773304108276,46.268049463905655,14.49245271060561,9.565555010599438,20.331911500119517,24.964670386498128,21.323211212879606,18.493707873936586
1.5603945866288969,1.9736097303640892,1.5061461939354595,2.6241373719002863,4.10340844507904,3.6285013508839445,2.6755422364468737,3.64553836684504
0.32055732390298447,0.40475827471574494,0.434382422239258,0.6353278351816595,0.6123366125806924,0.4193168265786928,0.7703225238218806,2.4102800463371254
12.393782942670159,18.155975334901736,9.649938066967383,4.372572865615537,7.603866551061898,10.202014538373664,12.677688355502509,14.4016660430016
57.58560424765215,77.68052450293027,38.24069038542278,12.321221902467911,23.90291231304637,27.164462023092646,42.46773865301666,41.64424787861999
58.93463754036988,84.05179906482864,52.26529727183133,53.8646223348985,68.57479212468313,86.6713772495364,101.4651744297075,90.66789675313981
14.809817209437433,17.917162040057804,13.561221809255807,5.090997185036767,14.734415829706965,22.268515422760515,36.31088172590086,37.849495689776944
10.032505678242863,12.877546937504976,6.022688585096928,3.260524833922434,6.793593982993858,8.090942883155654,25.265515386557308,40.16607300321821
5.563479615241713,6.65871363801769,3.596579904779596,5.350716165581923,12.724239089538868,11.691246122464502,8.510393521863099,6.095747039171089
10.808776917115146,14.729910732323756,4.897069462972006,5.1877019346684605,14.641346915821584,17.422222535848714,28.417973759559075,33.026256255270354
20.972150547391504,29.65944926967445,25.422157475336657,32.62444340111046,33.4412277943363,41.96595515738811,39.84400850419872,34.580191641419695
53.83271691196127,59.331431056055735,27.106493583459983,20.261788638906708,43.27300793350859,39.833898233227714,37.291638678139165,31.694100757616
22.73543377197939,30.559931480946947,12.200047894886353,12.98993316106222,21.586971775078894,22.70308558895658,18.823035227201036,18.318506745388795
0.0681621974939525,0.0528259687423555,0.061296651734436804,0.8593180636889572,1.6407198314558806,1.2084585346574852,1.7948864725775917,1.7772917004971764
1.8147943781209448,2.082040995590244,1.4024215034168872,1.056325002177227,0.9775859728506728,0.9462881821189865,2.122688992488819,3.799579600192252
3.068465457279517,5.0018172090185065,3.298154588574931,3.219707170457961,2.413326331190241,1.7063865302245467,3.056147748406233,4.088862829920843
0.004242578949056907,0.0016226381118148708,0.20337721563875127,0.6124544143449328,1.9952291759239575,2.0646316742270074,5.337729488444923,8.144482504192348
0.01550952050137365,0.004248907493842451,0.6038322310502702,3.582756312730008,10.213211643199799,9.297876998107121,13.574269553617409,15.756242392809577
5.809785829468315e-21,5.250203178696264e-10,0.017366347822859285,0.40825957587585676,0.5718884972541112,0.8677927551122272,2.7512906436673084,4.606940162075725
7.690998104813753e-07,0.006966564766957781,2.218831703852948,6.653486496629078,6.350914232711554,5.96688894853675,5.140275118351629,4.803790788325786
0.11736781503719362,0.11934716506254897,0.2082178967556477,0.5546499660362167,0.8957282892993182,1.0446827440183875,0.8062167731590635,0.8932952719439774
0.7443121118539294,1.0913597136211144,1.7794714388961743,2.9420250901183236,4.510973242308996,3.0940673379078447,6.5315871121311995,7.550733225794505
0.12038553598500117,0.21438709336462028,0.26003785845428956,0.6560827190683788,1.2311471789553738,1.0192222478006385,1.0387202759465322,1.732887693556017
1.4207426953511302,1.949856510435763,1.3131716886161875,0.7444681650145549,1.797867283020847,2.6368444245250164,5.0135161307760505,7.36260747237137
